catalog,field,type,category,title,modified
care,Hrs_QualActvProf,hrs_qualactvprof,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_QualActvProf_emp,hrs_qualactvprof_emp,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_QualActvProf_ctr,hrs_qualactvprof_ctr,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_OthActv,hrs_othactv,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_OthActv_emp,hrs_othactv_emp,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_OthActv_ctr,hrs_othactv_ctr,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_QualSocWrk,hrs_qualsocwrk,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_QualSocWrk_emp,hrs_qualsocwrk_emp,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_QualSocWrk_ctr,hrs_qualsocwrk_ctr,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_OthSocWrk,hrs_othsocwrk,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_OthSocWrk_emp,hrs_othsocwrk_emp,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_OthSocWrk_ctr,hrs_othsocwrk_ctr,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_MHSvc,hrs_mhsvc,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_MHSvc_emp,hrs_mhsvc_emp,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,Hrs_MHSvc_ctr,hrs_mhsvc_ctr,NA,Payroll Based Journal Daily Non-Nurse Staffing,2025-04-30
care,PROVNUM,provnum,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,PROVNAME,provname,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,CITY,city,city,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,STATE,state,state,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,COUNTY_NAME,county_name,county,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,COUNTY_FIPS,county_fips,fips,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,CY_Qtr,cy_qtr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,WorkDate,workdate,date,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,MDScensus,mdscensus,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RNDON,hrs_rndon,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RNDON_emp,hrs_rndon_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RNDON_ctr,hrs_rndon_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RNadmin,hrs_rnadmin,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RNadmin_emp,hrs_rnadmin_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RNadmin_ctr,hrs_rnadmin_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RN,hrs_rn,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RN_emp,hrs_rn_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_RN_ctr,hrs_rn_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_LPNadmin,hrs_lpnadmin,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_LPNadmin_emp,hrs_lpnadmin_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_LPNadmin_ctr,hrs_lpnadmin_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_LPN,hrs_lpn,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_LPN_emp,hrs_lpn_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_LPN_ctr,hrs_lpn_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_CNA,hrs_cna,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_CNA_emp,hrs_cna_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_CNA_ctr,hrs_cna_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_NAtrn,hrs_natrn,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_NAtrn_emp,hrs_natrn_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_NAtrn_ctr,hrs_natrn_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_MedAide,hrs_medaide,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_MedAide_emp,hrs_medaide_emp,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,Hrs_MedAide_ctr,hrs_medaide_ctr,NA,Payroll Based Journal Daily Nurse Staffing,2025-04-30
care,PROVNUM,provnum,NA,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,STATE,state,state,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,CY_Qtr,cy_qtr,NA,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,WorkDate,workdate,date,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,SYS_EMPLEE_ID,sys_emplee_id,NA,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,EMPLEE_JOB_CD_ID,emplee_job_cd_id,NA,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,EMP_CTR,emp_ctr,NA,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,WORK_HRS_NUM,work_hrs_num,NA,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,WORK_HRS_FN,work_hrs_fn,NA,Payroll Based Journal Employee Detail Nursing Home Staffing,2025-04-30
care,NPI,npi,npi,Pending Initial Logging and Tracking Non Physicians,2025-07-11
care,LAST_NAME,last_name,name,Pending Initial Logging and Tracking Non Physicians,2025-07-11
care,FIRST_NAME,first_name,name,Pending Initial Logging and Tracking Non Physicians,2025-07-11
care,NPI,npi,npi,Pending Initial Logging and Tracking Physicians,2025-07-11
care,LAST_NAME,last_name,name,Pending Initial Logging and Tracking Physicians,2025-07-11
care,FIRST_NAME,first_name,name,Pending Initial Logging and Tracking Physicians,2025-07-11
care,ACO_ID,aco_id,NA,Performance Year Financial and Quality Results,2024-10-29
care,ACO_Name,aco_name,NA,Performance Year Financial and Quality Results,2024-10-29
care,Agree_Type,agree_type,NA,Performance Year Financial and Quality Results,2024-10-29
care,Agreement_Period_Num,agreement_period_num,NA,Performance Year Financial and Quality Results,2024-10-29
care,Current_Start_Date,current_start_date,date,Performance Year Financial and Quality Results,2024-10-29
care,Current_Track,current_track,NA,Performance Year Financial and Quality Results,2024-10-29
care,Risk_Model,risk_model,NA,Performance Year Financial and Quality Results,2024-10-29
care,Assign_Type,assign_type,NA,Performance Year Financial and Quality Results,2024-10-29
care,SNF_Waiver,snf_waiver,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_AB,n_ab,NA,Performance Year Financial and Quality Results,2024-10-29
care,Sav_rate,sav_rate,NA,Performance Year Financial and Quality Results,2024-10-29
care,MinSavPerc,minsavperc,NA,Performance Year Financial and Quality Results,2024-10-29
care,BnchmkMinExp,bnchmkminexp,NA,Performance Year Financial and Quality Results,2024-10-29
care,GenSaveLoss,gensaveloss,NA,Performance Year Financial and Quality Results,2024-10-29
care,DisAdj,disadj,NA,Performance Year Financial and Quality Results,2024-10-29
care,Impact_Mid_Year_Termination,impact_mid_year_termination,date,Performance Year Financial and Quality Results,2024-10-29
care,EarnSaveLoss,earnsaveloss,NA,Performance Year Financial and Quality Results,2024-10-29
care,DisAffQual,disaffqual,NA,Performance Year Financial and Quality Results,2024-10-29
care,Met_QPS,met_qps,NA,Performance Year Financial and Quality Results,2024-10-29
care,Met_AltQPS,met_altqps,NA,Performance Year Financial and Quality Results,2024-10-29
care,Met_30pctl,met_30pctl,NA,Performance Year Financial and Quality Results,2024-10-29
care,Met_Incentive,met_incentive,NA,Performance Year Financial and Quality Results,2024-10-29
care,Met_FirstYear,met_firstyear,date,Performance Year Financial and Quality Results,2024-10-29
care,Report_WI,report_wi,NA,Performance Year Financial and Quality Results,2024-10-29
care,Report_eCQM_CQM,report_ecqm_cqm,NA,Performance Year Financial and Quality Results,2024-10-29
care,Report_Inc,report_inc,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualScore,qualscore,NA,Performance Year Financial and Quality Results,2024-10-29
care,Recvd30p,recvd30p,NA,Performance Year Financial and Quality Results,2024-10-29
care,PosRegAdj,posregadj,NA,Performance Year Financial and Quality Results,2024-10-29
care,UpdatedBnchmk,updatedbnchmk,date,Performance Year Financial and Quality Results,2024-10-29
care,HistBnchmk,histbnchmk,NA,Performance Year Financial and Quality Results,2024-10-29
care,ABtotBnchmk,abtotbnchmk,NA,Performance Year Financial and Quality Results,2024-10-29
care,ABtotExp,abtotexp,NA,Performance Year Financial and Quality Results,2024-10-29
care,FinalShareRate,finalsharerate,NA,Performance Year Financial and Quality Results,2024-10-29
care,FinalLossRate,finallossrate,NA,Performance Year Financial and Quality Results,2024-10-29
care,Rev_Exp_Cat,rev_exp_cat,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_ESRD_BY1,per_capita_exp_all_esrd_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_DIS_BY1,per_capita_exp_all_dis_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGDU_BY1,per_capita_exp_all_agdu_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGND_BY1,per_capita_exp_all_agnd_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_ESRD_BY2,per_capita_exp_all_esrd_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_DIS_BY2,per_capita_exp_all_dis_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGDU_BY2,per_capita_exp_all_agdu_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGND_BY2,per_capita_exp_all_agnd_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_ESRD_BY3,per_capita_exp_all_esrd_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_DIS_BY3,per_capita_exp_all_dis_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGDU_BY3,per_capita_exp_all_agdu_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGND_BY3,per_capita_exp_all_agnd_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_ESRD_PY,per_capita_exp_all_esrd_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_DIS_PY,per_capita_exp_all_dis_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGDU_PY,per_capita_exp_all_agdu_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_ALL_AGND_PY,per_capita_exp_all_agnd_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,Per_Capita_Exp_TOTAL_PY,per_capita_exp_total_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_ESRD_BY1,cms_hcc_riskscore_esrd_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_DIS_BY1,cms_hcc_riskscore_dis_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGDU_BY1,cms_hcc_riskscore_agdu_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGND_BY1,cms_hcc_riskscore_agnd_by1,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_ESRD_BY2,cms_hcc_riskscore_esrd_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_DIS_BY2,cms_hcc_riskscore_dis_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGDU_BY2,cms_hcc_riskscore_agdu_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGND_BY2,cms_hcc_riskscore_agnd_by2,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_ESRD_BY3,cms_hcc_riskscore_esrd_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_DIS_BY3,cms_hcc_riskscore_dis_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGDU_BY3,cms_hcc_riskscore_agdu_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGND_BY3,cms_hcc_riskscore_agnd_by3,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_ESRD_PY,cms_hcc_riskscore_esrd_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_DIS_PY,cms_hcc_riskscore_dis_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGDU_PY,cms_hcc_riskscore_agdu_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,CMS_HCC_RiskScore_AGND_PY,cms_hcc_riskscore_agnd_py,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_ESRD_BY3,n_ab_year_esrd_by3,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_DIS_BY3,n_ab_year_dis_by3,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_AGED_Dual_BY3,n_ab_year_aged_dual_by3,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_AGED_NonDual_BY3,n_ab_year_aged_nondual_by3,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_PY,n_ab_year_py,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_ESRD_PY,n_ab_year_esrd_py,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_DIS_PY,n_ab_year_dis_py,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_AGED_Dual_PY,n_ab_year_aged_dual_py,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_AGED_NonDual_PY,n_ab_year_aged_nondual_py,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_Dual_PY,n_ab_year_dual_py,date,Performance Year Financial and Quality Results,2024-10-29
care,N_AB_Year_NonDual_PY,n_ab_year_nondual_py,date,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_VA_Only,n_ben_va_only,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_CBA_Only,n_ben_cba_only,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_CBA_and_VA,n_ben_cba_and_va,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Age_0_64,n_ben_age_0_64,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Age_65_74,n_ben_age_65_74,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Age_75_84,n_ben_age_75_84,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Age_85plus,n_ben_age_85plus,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Female,n_ben_female,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Male,n_ben_male,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Race_White,n_ben_race_white,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Race_Black,n_ben_race_black,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Race_Asian,n_ben_race_asian,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Race_Hisp,n_ben_race_hisp,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Race_Native,n_ben_race_native,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Race_Other,n_ben_race_other,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Ben_Race_Unknown,n_ben_race_unknown,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_INP_All,capann_inp_all,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_INP_S_trm,capann_inp_s_trm,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_INP_L_trm,capann_inp_l_trm,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_INP_Rehab,capann_inp_rehab,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_INP_Psych,capann_inp_psych,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_HSP,capann_hsp,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_SNF,capann_snf,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_OPD,capann_opd,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_PB,capann_pb,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_AmbPay,capann_ambpay,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_HHA,capann_hha,NA,Performance Year Financial and Quality Results,2024-10-29
care,CapAnn_DME,capann_dme,NA,Performance Year Financial and Quality Results,2024-10-29
care,ADM,adm,NA,Performance Year Financial and Quality Results,2024-10-29
care,ADM_S_Trm,adm_s_trm,NA,Performance Year Financial and Quality Results,2024-10-29
care,ADM_L_Trm,adm_l_trm,NA,Performance Year Financial and Quality Results,2024-10-29
care,ADM_Rehab,adm_rehab,NA,Performance Year Financial and Quality Results,2024-10-29
care,ADM_Psych,adm_psych,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_EDV_Vis,p_edv_vis,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_EDV_Vis_HOSP,p_edv_vis_hosp,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_CT_VIS,p_ct_vis,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_MRI_VIS,p_mri_vis,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_EM_Total,p_em_total,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_EM_PCP_Vis,p_em_pcp_vis,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_EM_SP_Vis,p_em_sp_vis,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_Nurse_Vis,p_nurse_vis,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_FQHC_RHC_Vis,p_fqhc_rhc_vis,NA,Performance Year Financial and Quality Results,2024-10-29
care,P_SNF_ADM,p_snf_adm,NA,Performance Year Financial and Quality Results,2024-10-29
care,SNF_LOS,snf_los,NA,Performance Year Financial and Quality Results,2024-10-29
care,SNF_PayperStay,snf_payperstay,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_CAH,n_cah,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_FQHC,n_fqhc,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_RHC,n_rhc,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_ETA,n_eta,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Hosp,n_hosp,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Fac_Other,n_fac_other,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_PCP,n_pcp,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_Spec,n_spec,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_NP,n_np,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_PA,n_pa,NA,Performance Year Financial and Quality Results,2024-10-29
care,N_CNS,n_cns,NA,Performance Year Financial and Quality Results,2024-10-29
care,Perc_Dual,perc_dual,NA,Performance Year Financial and Quality Results,2024-10-29
care,Perc_CovDiag,perc_covdiag,NA,Performance Year Financial and Quality Results,2024-10-29
care,Perc_CovEpisode,perc_covepisode,NA,Performance Year Financial and Quality Results,2024-10-29
care,Perc_LTI,perc_lti,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_1,cahps_1,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_2,cahps_2,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_3,cahps_3,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_4,cahps_4,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_5,cahps_5,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_6,cahps_6,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_7,cahps_7,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_11,cahps_11,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_9,cahps_9,NA,Performance Year Financial and Quality Results,2024-10-29
care,CAHPS_8,cahps_8,NA,Performance Year Financial and Quality Results,2024-10-29
care,Measure_479,measure_479,NA,Performance Year Financial and Quality Results,2024-10-29
care,Measure_484,measure_484,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_318,qualityid_318,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_110,qualityid_110,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_226,qualityid_226,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_134_WI,qualityid_134_wi,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_134_eCQM,qualityid_134_ecqm,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_134_MIPSCQM,qualityid_134_mipscqm,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_113,qualityid_113,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_112,qualityid_112,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_438,qualityid_438,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_370,qualityid_370,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_001_WI,qualityid_001_wi,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_001_eCQM,qualityid_001_ecqm,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_001_MIPSCQM,qualityid_001_mipscqm,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_236_WI,qualityid_236_wi,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_236_eCQM,qualityid_236_ecqm,NA,Performance Year Financial and Quality Results,2024-10-29
care,QualityID_236_MIPSCQM,qualityid_236_mipscqm,NA,Performance Year Financial and Quality Results,2024-10-29
care,HCPCS_CD,hcpcs_cd,hcpcs,Physician/Supplier Procedure Summary,2024-08-21
care,HCPCS_INITIAL_MODIFIER_CD,hcpcs_initial_modifier_cd,hcpcs,Physician/Supplier Procedure Summary,2024-08-21
care,PROVIDER_SPEC_CD,provider_spec_cd,NA,Physician/Supplier Procedure Summary,2024-08-21
care,CARRIER_NUM,carrier_num,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PRICING_LOCALITY_CD,pricing_locality_cd,NA,Physician/Supplier Procedure Summary,2024-08-21
care,TYPE_OF_SERVICE_CD,type_of_service_cd,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PLACE_OF_SERVICE_CD,place_of_service_cd,NA,Physician/Supplier Procedure Summary,2024-08-21
care,HCPCS_SECOND_MODIFIER_CD,hcpcs_second_modifier_cd,hcpcs,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_SUBMITTED_SERVICE_CNT,psps_submitted_service_cnt,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_SUBMITTED_CHARGE_AMT,psps_submitted_charge_amt,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_ALLOWED_CHARGE_AMT,psps_allowed_charge_amt,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_DENIED_SERVICES_CNT,psps_denied_services_cnt,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_DENIED_CHARGE_AMT,psps_denied_charge_amt,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_ASSIGNED_SERVICES_CNT,psps_assigned_services_cnt,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_NCH_PAYMENT_AMT,psps_nch_payment_amt,NA,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_HCPCS_ASC_IND_CD,psps_hcpcs_asc_ind_cd,hcpcs,Physician/Supplier Procedure Summary,2024-08-21
care,PSPS_ERROR_IND_CD,psps_error_ind_cd,NA,Physician/Supplier Procedure Summary,2024-08-21
care,HCPCS_BETOS_CD,hcpcs_betos_cd,hcpcs,Physician/Supplier Procedure Summary,2024-08-21
care,ACO_ID,aco_id,NA,Pioneer ACO Model,2023-05-25
care,ACO_NAME,aco_name,NA,Pioneer ACO Model,2023-05-25
care,PERF_YR,perf_yr,NA,Pioneer ACO Model,2023-05-25
care,PBP_ELECTION,pbp_election,NA,Pioneer ACO Model,2023-05-25
care,BENE_CT,bene_ct,NA,Pioneer ACO Model,2023-05-25
care,MNTH_PY,mnth_py,NA,Pioneer ACO Model,2023-05-25
care,BNMRK_EXPND,bnmrk_expnd,NA,Pioneer ACO Model,2023-05-25
care,PERF_YR_EXPND,perf_yr_expnd,NA,Pioneer ACO Model,2023-05-25
care,GROSS_SAVINGS,gross_savings,NA,Pioneer ACO Model,2023-05-25
care,SHARED_SAVINGS,shared_savings,NA,Pioneer ACO Model,2023-05-25
care,QUAL_SCRE,qual_scre,NA,Pioneer ACO Model,2023-05-25
care,MNTH_AD_BY1,mnth_ad_by1,NA,Pioneer ACO Model,2023-05-25
care,EXPND_AD_BY1,expnd_ad_by1,NA,Pioneer ACO Model,2023-05-25
care,RISK_SCRE_AD_BY1,risk_scre_ad_by1,NA,Pioneer ACO Model,2023-05-25
care,MNTH_AD_BY2,mnth_ad_by2,NA,Pioneer ACO Model,2023-05-25
care,EXPND_AD_BY2,expnd_ad_by2,NA,Pioneer ACO Model,2023-05-25
care,RISK_SCRE_AD_BY2,risk_scre_ad_by2,NA,Pioneer ACO Model,2023-05-25
care,MNTH_AD_BY3,mnth_ad_by3,NA,Pioneer ACO Model,2023-05-25
care,EXPND_AD_BY3,expnd_ad_by3,NA,Pioneer ACO Model,2023-05-25
care,RISK_SCRE_AD_BY3,risk_scre_ad_by3,NA,Pioneer ACO Model,2023-05-25
care,BNMRK_AD,bnmrk_ad,NA,Pioneer ACO Model,2023-05-25
care,RISK_SCRE_AD_PY,risk_scre_ad_py,NA,Pioneer ACO Model,2023-05-25
care,MNTH_AN_BY1,mnth_an_by1,NA,Pioneer ACO Model,2023-05-25
care,EXPND_AN_BY1,expnd_an_by1,NA,Pioneer ACO Model,2023-05-25
care,RISK_SCRE_AN_BY1,risk_scre_an_by1,NA,Pioneer ACO Model,2023-05-25
care,MNTH_AN_BY2,mnth_an_by2,NA,Pioneer ACO Model,2023-05-25
care,EXPND_AN_BY2,expnd_an_by2,NA,Pioneer ACO Model,2023-05-25
care,RISK_SCRE_AN_BY2,risk_scre_an_by2,NA,Pioneer ACO Model,2023-05-25
